symbol,net_profitability_results_error_message,simulation_results_error_message,simulation_results_decision_outcome
ETC/USDT,V2: ETC/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: ETC/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
ETC/USDT,V2: ETC/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: ETC/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
BTT/USDT,V2: BTT/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: BTT/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
BTT/USDT,V2: BTT/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: BTT/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
ASD/USDT,V2: ASD/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: ASD/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
ZEC/USDT,V2: ZEC/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: ZEC/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
ZEC/USDT,V2: ZEC/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: ZEC/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
ETC/USDT,V2: ETC/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: ETC/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
ETC/USDT,V2: ETC/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: ETC/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
ZEC/USDT,V2: ZEC/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: ZEC/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
ETC/USDT,V2: ETC/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: ETC/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
ETC/USDT,V2: ETC/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: ETC/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
ETC/USDT,V2: ETC/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: ETC/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
BTT/USDT,V2: BTT/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: BTT/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
BTT/USDT,V2: BTT/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: BTT/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
ZEC/USDT,V2: ZEC/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: ZEC/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
ETC/USDT,V2: ETC/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: ETC/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
ETC/USDT,V2: ETC/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: ETC/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
BTT/USDT,V2: BTT/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: BTT/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
BTT/USDT,V2: BTT/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: BTT/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
ZEC/USDT,V2: ZEC/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: ZEC/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
ETC/USDT,V2: ETC/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: ETC/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
ETC/USDT,V2: ETC/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: ETC/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
ETC/USDT,V2: ETC/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: ETC/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
ETC/USDT,V2: ETC/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: ETC/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
BTT/USDT,V2: BTT/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: BTT/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
BTT/USDT,V2: BTT/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: BTT/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
BTT/USDT,V2: BTT/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: BTT/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
ZEC/USDT,V2: ZEC/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: ZEC/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
ETC/USDT,V2: ETC/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: ETC/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
ETC/USDT,V2: ETC/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: ETC/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
ETC/USDT,V2: ETC/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: ETC/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
BTT/USDT,V2: BTT/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: BTT/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
BTT/USDT,V2: BTT/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: BTT/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
BTT/USDT,V2: BTT/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: BTT/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
ZEC/USDT,685b33fff92ec0d85093824a,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
ZEC/USDT,685b33fff92ec0d85093824a,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
ZEC/USDT,685b3459472bb5aa6bc3b2ac,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
ZEC/USDT,685b31081a83d4eeb20be080,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
ETC/USDT,685b336aa7fbf642fb0f4f7f,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
ETC/USDT,685b35970d633d77e63ba438,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
ETC/USDT,685b318c7186736cbc83d5ea,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
ETC/USDT,685b573812b3da6bd7d859f3,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
ETC/USDT,685b32d07aa75c6ebb0d2dc6,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
BTT/USDT,685b345f472bb5aa6bc3b2c2,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
BTT/USDT,685b31a77186736cbc83d676,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
ZEC/USDT,685b33fff92ec0d85093824a,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
ZEC/USDT,685b3459472bb5aa6bc3b2ac,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
ZEC/USDT,685b31081a83d4eeb20be080,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
ETC/USDT,685b336aa7fbf642fb0f4f7f,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
ETC/USDT,685b35970d633d77e63ba438,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
ETC/USDT,685b318c7186736cbc83d5ea,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
ETC/USDT,685b573812b3da6bd7d859f3,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
ZEC/USDT,685b33fff92ec0d85093824a,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
ZEC/USDT,685b3459472bb5aa6bc3b2ac,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
ZEC/USDT,685b31081a83d4eeb20be080,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
ETC/USDT,685b336aa7fbf642fb0f4f7f,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
ETC/USDT,685b35970d633d77e63ba438,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
ETC/USDT,685b318c7186736cbc83d5ea,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
ETC/USDT,685b573812b3da6bd7d859f3,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
ETC/USDT,685b32d07aa75c6ebb0d2dc6,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
BTT/USDT,685b345f472bb5aa6bc3b2c2,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
BTT/USDT,685b31a77186736cbc83d676,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
ZEC/USDT,685b33fff92ec0d85093824a,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
ZEC/USDT,685b3459472bb5aa6bc3b2ac,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
ZEC/USDT,685b31081a83d4eeb20be080,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
ETC/USDT,685b336aa7fbf642fb0f4f7f,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
ETC/USDT,685b35970d633d77e63ba438,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
ETC/USDT,685b318c7186736cbc83d5ea,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
ETC/USDT,685b573812b3da6bd7d859f3,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
ETC/USDT,685b32d07aa75c6ebb0d2dc6,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
BTT/USDT,685b345f472bb5aa6bc3b2c2,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
BTT/USDT,685b31a77186736cbc83d676,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
ZEC/USDT,685b33fff92ec0d85093824a,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
ZEC/USDT,685b3459472bb5aa6bc3b2ac,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
ZEC/USDT,685b31081a83d4eeb20be080,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
ETC/USDT,685b336aa7fbf642fb0f4f7f,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
ETC/USDT,685b35970d633d77e63ba438,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
ETC/USDT,685b318c7186736cbc83d5ea,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
ETC/USDT,685b573812b3da6bd7d859f3,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
ETC/USDT,685b32d07aa75c6ebb0d2dc6,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
BTT/USDT,685b345f472bb5aa6bc3b2c2,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
BTT/USDT,685b31a77186736cbc83d676,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
ZEC/USDT,685b33fff92ec0d85093824a,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
ZEC/USDT,685b3459472bb5aa6bc3b2ac,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
ZEC/USDT,685b31081a83d4eeb20be080,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
ETC/USDT,685b336aa7fbf642fb0f4f7f,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
ETC/USDT,685b35970d633d77e63ba438,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
ETC/USDT,685b318c7186736cbc83d5ea,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
ETC/USDT,685b573812b3da6bd7d859f3,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
ETC/USDT,685b32d07aa75c6ebb0d2dc6,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
BTT/USDT,685b345f472bb5aa6bc3b2c2,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
BTT/USDT,685b31a77186736cbc83d676,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
ZEC/USDT,685b33fff92ec0d85093824a,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
ZEC/USDT,685b3459472bb5aa6bc3b2ac,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
ZEC/USDT,685b31081a83d4eeb20be080,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
ETC/USDT,685b336aa7fbf642fb0f4f7f,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
ETC/USDT,685b35970d633d77e63ba438,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
ETC/USDT,685b318c7186736cbc83d5ea,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
BTT/USDT,685b345f472bb5aa6bc3b2c2,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
BTT/USDT,685b31a77186736cbc83d676,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
ZEC/USDT,685b33fff92ec0d85093824a,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
ZEC/USDT,685b3459472bb5aa6bc3b2ac,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
ZEC/USDT,685b31081a83d4eeb20be080,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
ETC/USDT,685b336aa7fbf642fb0f4f7f,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
ETC/USDT,685b35970d633d77e63ba438,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
ETC/USDT,685b318c7186736cbc83d5ea,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
ETC/USDT,685b573812b3da6bd7d859f3,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
ETC/USDT,685b32d07aa75c6ebb0d2dc6,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
BTT/USDT,685b345f472bb5aa6bc3b2c2,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
BTT/USDT,685b31a77186736cbc83d676,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
ZEC/USDT,685b33fff92ec0d85093824a,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
ZEC/USDT,685b3459472bb5aa6bc3b2ac,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
ZEC/USDT,685b31081a83d4eeb20be080,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
ETC/USDT,685b336aa7fbf642fb0f4f7f,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
ETC/USDT,685b35970d633d77e63ba438,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
ETC/USDT,685b318c7186736cbc83d5ea,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
ETC/USDT,685b573812b3da6bd7d859f3,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
ETC/USDT,685b32d07aa75c6ebb0d2dc6,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
BTT/USDT,685b3404f92ec0d850938260,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
BTT/USDT,685b3387a7fbf642fb0f500b,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
ZEC/USDT,685b33fff92ec0d85093824a,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
ETC/USDT,685b275e7d9737b12228a94f,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
